position,position,position,orientation,orientation,orientation,orientation,linear_velocity,linear_velocity,linear_velocity,angular_velocity,angular_velocity,angular_velocity,linear_acceleration,linear_acceleration,linear_acceleration,angular_acceleration,angular_acceleration,angular_acceleration
0.5881364941596985,-0.019242579117417336,0.5153709053993225,-0.03050061477609779,0.9989194195501288,-0.03181862806127841,0.014740442741386263,-0.12999190710640754,-0.05691601766014551,0.008448753171574126,0.027715103573426415,0.06502958391667941,-0.10302306707279356,0.0,0.0,0.0,0.0,0.0,0.0
0.5875949263572693,-0.01947961375117302,0.515406608581543,-0.03055043310721195,0.9989128042305928,-0.03203800670547114,0.014609815449738349,-0.1036597953880935,-0.04476181351533367,0.007896522368237437,0.029712558269214782,0.04923803879695105,-0.08571745968899301,0.0,0.0,0.0,0.0,0.0,0.0
0.5871630907058716,-0.019666044041514397,0.5154398679733276,-0.03060613022625507,0.9989066748800152,-0.03222042703974677,0.014510815073650749,-0.5043297648446239,-0.1620522435773769,0.2308392727650801,0.09184792333126457,-0.1303788131694295,-0.2961264056503368,0.0,0.0,0.0,0.0,0.0,0.0
0.5850632786750793,-0.02034023404121399,0.5164077877998352,-0.030792881046040586,0.9988768775511409,-0.03283130403407029,0.014794845250625356,-0.402013486152668,-0.1290201254193479,0.18557419948977777,0.0730499814624654,-0.11186928412757927,-0.2367597809365867,0.0,0.0,0.0,0.0,0.0,0.0
0.583389163017273,-0.020877176895737648,0.5171849131584167,-0.030942590139431996,0.9988524671171627,-0.033319195048783154,0.015037828657152526,-0.3206473173741793,-0.10278101963017572,0.1490454126524351,0.05813594904024667,-0.09435179852850022,-0.18925605938429962,0.0,0.0,0.0,0.0,0.0,0.0
0.5820537209510803,-0.021305030211806297,0.5178083181381226,-0.031062500193724446,0.9988325716382178,-0.0337088456497601,0.015242330571803324,-0.45360678478699146,-0.15558967636926815,0.1878020807014758,0.08615348905082706,-0.09585557596741347,-0.2864115572636946,0.0,0.0,0.0,0.0,0.0,0.0
0.5801648497581482,-0.021952437236905098,0.5185958743095398,-0.031235812101233402,0.9988037306011859,-0.03430156022862471,0.015454279194199262,-0.36172367623977586,-0.12399060531135649,0.1509778005722128,0.06855587644196362,-0.08267285272448,-0.22916261640673416,0.0,0.0,0.0,0.0,0.0,0.0
0.5786583423614502,-0.022468511015176773,0.5192281007766724,-0.03137470682264267,0.9987801592575413,-0.03477537521660758,0.01563632066114176,-0.2886054561782501,-0.09886215898163983,0.12126192271932011,0.054587897980037096,-0.06998815218972945,-0.1833149209939682,0.0,0.0,0.0,0.0,0.0,0.0
0.5774562358856201,-0.022880088537931442,0.5197353363037109,-0.03148593705211241,0.9987609829072484,-0.03515410741808184,0.015789981688900633,-0.23036330360902335,-0.07885981166647506,0.09732462741281478,0.0434930664574668,-0.05847583909152232,-0.1466109671327579,0.0,0.0,0.0,0.0,0.0,0.0
0.5764966607093811,-0.02320845238864422,0.520142138004303,-0.03157496813157391,0.9987454377349432,-0.03545682491631158,0.01591808901787665,-0.18393513983334864,-0.06292484872951498,0.07806985103370129,0.03468315386536532,-0.04839527272476551,-0.11724119236253944,0.0,0.0,0.0,0.0,0.0,0.0
0.5757304430007935,-0.023470500484108925,0.5204682350158691,-0.031646233224949465,0.9987328703144004,-0.03569878284769624,0.016023937700336475,-0.14689888876422832,-0.05020692064379491,0.06262633539742449,0.027887249133899727,-0.03983374091915788,-0.09384050076786826,0.0,0.0,0.0,0.0,0.0,0.0
0.5751184821128845,-0.02367960661649704,0.520729660987854,-0.03170370983861497,0.9987227094672622,-0.03589237027606692,0.016110932089896578,-0.11722210613468906,-0.0395286296146651,0.051209711817826464,0.02957283132233249,-0.034772591759312306,-0.0783670963441892,0.0,0.0,0.0,0.0,0.0,0.0
0.574630081653595,-0.02384425327181816,0.5209433436393738,-0.03176497069683236,0.998713718288865,-0.03605413975942555,0.01618624553338259,-0.08548903026017309,-0.01516962515282953,0.07579280210677142,0.24308183781971635,-0.10514399615883702,-0.17066039402690705,0.0,0.0,0.0,0.0,0.0,0.0
0.5742738246917725,-0.023907558992505074,0.5212591886520386,-0.03227269050898491,0.9986810541351274,-0.03641057179693648,0.016398043184544752,-0.0687279898794205,-0.01079659699813878,0.05639833935410501,0.20150127860219172,-0.07610480881335094,-0.13833654304411847,0.0,0.0,0.0,0.0,0.0,0.0
0.5739874243736267,-0.02395259588956833,0.5214941501617432,-0.03269285598603615,0.9986542723146805,-0.03670021768040704,0.0165503950805728,-0.055265435432990756,-0.0075159617735314314,0.04160896557694723,0.1670922702738709,-0.05420634677551617,-0.11219868122239429,0.0,0.0,0.0,0.0,0.0,0.0
0.5737571120262146,-0.023983938619494438,0.5216675400733948,-0.033040694219629234,0.9986323510913977,-0.03693574964297093,0.016658039424377515,-0.04445002290278151,-0.0050756349419165715,0.030377098148996546,0.13859613639932677,-0.03780301634432349,-0.09104600233116597,0.0,0.0,0.0,0.0,0.0,0.0
0.5735719203948975,-0.02400510013103485,0.5217941403388977,-0.03332874725992466,0.9986144307207163,-0.037127399474617885,0.016732291256004853,-0.035759444239684975,-0.003278450613302346,0.021887548685365677,0.11498342649963449,-0.025612280155999288,-0.07391607903931896,0.0,0.0,0.0,0.0,0.0,0.0
0.573422908782959,-0.02401876263320446,0.521885335445404,-0.03356734183239527,0.9985997953153449,-0.03728341564367356,0.016781813859043312,-0.028774779496713518,-0.0019708489209795703,0.015506588953276102,0.09540901008123764,-0.01663729790016544,-0.06003571419670499,0.0,0.0,0.0,0.0,0.0,0.0
